Age,Is_Senior,Marital_Status,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Safe_Driver_Discount,Multi_Policy_Discount,Bundling_Discount,Total_Discounts,Source_of_Lead,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Credit_Score,Premium_Adjustment_Credit,Region,Premium_Adjustment_Region
44,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Online,23,1,4,5,3,2,625.6502718418374,50,Suburban,50
62,1,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2300,0,0,0,0,Agent,17,1,7,5,1,4,682.5561341889803,50,Rural,0
47,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2136,0,1,0,50,Online,20,0,4,3,3,14,662.5346952112241,50,Suburban,50
48,0,Married,86,1-5 years,50,1,Medium,100,Liability-Only,-200,2336,0,0,0,0,Online,5,1,4,0,3,6,695.1726748048893,50,Urban,100
56,1,Single,0,>5 years,0,1,Medium,100,Liability-Only,-200,2100,0,0,0,0,Online,25,1,8,2,3,7,650.0292770748057,50,Rural,0
34,0,Widowed,0,1-5 years,50,1,Low,50,Liability-Only,-200,2050,0,1,0,50,Online,16,1,6,2,3,3,766.3404391829464,-50,Urban,100
27,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2086,0,1,0,50,Online,11,1,5,3,2,1,729.7561239131325,-50,Urban,100
24,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2186,0,1,0,50,Online,28,0,4,3,1,9,794.1506513117101,-50,Rural,0
18,0,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Online,18,1,3,1,3,4,754.5069297029034,-50,Urban,100
70,1,Single,0,>5 years,0,0,Medium,0,Full Coverage,0,2150,0,1,0,50,Agent,27,1,2,2,2,7,727.4390943690021,-50,Urban,100
23,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Online,9,1,7,1,1,4,726.130296163847,-50,Suburban,50
36,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2200,0,0,1,50,Agent,3,1,7,4,1,11,735.9111428626301,-50,Suburban,50
35,0,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,0,0,0,Referral,10,1,1,4,3,5,625.4447353815112,50,Rural,0
44,0,Single,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2000,0,0,0,0,Agent,3,1,5,1,2,14,720.1781828392149,-50,Suburban,50
52,0,Divorced,0,1-5 years,50,1,Low,50,Full Coverage,0,2200,0,0,0,0,Online,30,1,5,3,1,12,709.9138384607832,-50,Rural,0
52,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2150,1,0,1,100,Online,5,1,6,4,3,8,718.7479030085613,-50,Urban,100
31,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,0,1,1,100,Online,21,0,4,3,3,8,729.2247278295531,-50,Urban,100
37,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2036,0,1,0,50,Agent,19,1,3,1,3,3,735.3396126139929,-50,Rural,0
44,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2236,1,1,0,100,Referral,13,1,3,3,3,5,628.2814576064166,50,Rural,0
36,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2050,0,1,0,50,Online,4,1,9,2,2,1,591.2125238589123,50,Rural,0
64,1,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,1986,0,0,0,0,Agent,25,1,3,2,2,7,705.7280611574733,-50,Rural,0
47,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2300,0,0,0,0,Online,5,1,3,3,2,7,684.6998902986847,50,Suburban,50
51,0,Married,86,1-5 years,50,3,Low,150,Full Coverage,0,2436,1,0,1,100,Agent,17,1,7,8,1,8,665.8226373925061,50,Suburban,50
49,0,Divorced,0,<1 year,100,0,Low,0,Liability-Only,-200,2100,0,0,0,0,Agent,2,1,5,2,1,3,708.8655623122435,-50,Urban,100
57,1,Married,86,1-5 years,50,1,Medium,100,Full Coverage,0,2436,0,0,0,0,Online,29,1,8,0,1,1,748.5536530491629,-50,Urban,100
42,0,Divorced,0,>5 years,0,0,Medium,0,Full Coverage,0,2200,0,0,0,0,Agent,11,1,5,2,2,11,716.6934281959317,-50,Urban,100
20,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2000,0,1,1,100,Referral,23,1,9,1,3,8,646.9455296672448,50,Suburban,50
45,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,1,0,50,Online,30,1,5,3,2,5,706.9664954778357,-50,Urban,100
30,0,Single,0,>5 years,0,2,Low,100,Liability-Only,-200,2100,1,0,0,50,Online,3,1,6,1,3,10,679.8400205600636,50,Suburban,50
32,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2436,0,0,0,0,Referral,10,1,11,1,1,14,657.6991555082609,50,Suburban,50
48,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2086,0,0,0,0,Online,26,1,5,1,3,7,758.8032893370364,-50,Rural,0
58,1,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,1,1,0,100,Online,30,1,9,2,3,1,714.4170696407622,-50,Urban,100
40,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2386,0,0,0,0,Referral,1,1,3,0,1,4,694.9778440642136,50,Suburban,50
44,0,Widowed,0,>5 years,0,0,Medium,0,Full Coverage,0,2200,0,0,0,0,Online,7,1,4,1,3,6,754.0632060285353,-50,Urban,100
65,1,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Agent,13,1,13,3,3,11,785.6315549136062,-50,Urban,100
43,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2100,1,1,0,100,Agent,6,1,11,1,2,7,715.7991209518581,-50,Suburban,50
79,1,Married,86,1-5 years,50,2,Low,100,Full Coverage,0,2386,0,0,0,0,Agent,11,1,2,3,2,2,825.102217123034,-50,Suburban,50
48,0,Single,0,1-5 years,50,2,Low,100,Full Coverage,0,2200,0,1,0,50,Agent,29,1,5,6,1,5,765.1766926821299,-50,Rural,0
18,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2236,0,0,1,50,Online,15,1,2,1,3,11,753.1956180594595,-50,Suburban,50
51,0,Single,0,<1 year,100,1,Low,50,Full Coverage,0,2250,0,0,0,0,Referral,23,1,9,0,1,13,715.37845953797,-50,Rural,0
45,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2100,1,0,0,50,Online,19,0,5,3,3,8,725.5915038072108,-50,Rural,0
59,1,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2300,1,0,0,50,Online,8,1,4,6,3,3,660.1929400956095,50,Urban,100
50,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2436,1,0,0,50,Agent,28,1,8,2,2,1,653.8111845441415,50,Urban,100
37,0,Single,0,1-5 years,50,2,Low,100,Full Coverage,0,2300,0,1,0,50,Online,17,1,3,6,2,11,738.415381316769,-50,Urban,100
21,0,Married,86,>5 years,0,1,Medium,100,Full Coverage,0,2386,0,0,0,0,Agent,24,1,4,2,3,2,805.611829069464,-50,Urban,100
36,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2486,0,0,0,0,Online,2,1,2,3,2,14,684.8329872809978,50,Urban,100
27,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Agent,6,1,6,0,2,13,606.6098154505731,50,Suburban,50
31,0,Married,86,<1 year,100,1,Medium,100,Liability-Only,-200,2286,1,0,0,50,Online,30,0,3,3,2,13,684.9227686553878,50,Suburban,50
48,0,Married,86,>5 years,0,1,Medium,100,Full Coverage,0,2186,1,0,1,100,Online,12,1,6,0,3,3,721.8499617877691,-50,Rural,0
65,1,Single,0,<1 year,100,1,Medium,100,Full Coverage,0,2450,0,0,0,0,Referral,22,1,4,3,2,2,593.8352724227867,50,Suburban,50
45,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,1,0,0,50,Agent,1,1,5,5,2,14,660.1245141325063,50,Urban,100
22,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2186,1,0,0,50,Online,19,1,3,2,2,5,775.0242973030295,-50,Rural,0
46,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2436,0,0,0,0,Online,24,0,5,2,1,11,683.230583171829,50,Urban,100
57,1,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,1,0,0,50,Online,22,1,5,0,1,10,735.2692187481874,-50,Urban,100
30,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2250,0,0,0,0,Agent,7,0,4,2,2,12,719.7460667851719,-50,Urban,100
37,0,Married,86,1-5 years,50,1,Medium,100,Liability-Only,-200,2286,0,1,0,50,Online,29,1,4,3,3,3,670.2766571553633,50,Urban,100
40,0,Single,0,>5 years,0,0,High,0,Full Coverage,0,2250,0,0,0,0,Referral,2,1,7,4,2,8,650.1975220888602,50,Suburban,50
28,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Referral,29,1,5,6,1,12,674.0777105755662,50,Urban,100
49,0,Married,86,1-5 years,50,2,Low,100,Full Coverage,0,2336,0,1,0,50,Agent,21,0,5,3,3,14,713.2701706840902,-50,Suburban,50
38,0,Single,0,<1 year,100,0,Medium,0,Liability-Only,-200,2050,1,1,1,150,Online,4,1,3,1,2,1,684.8915682356377,50,Urban,100
46,0,Single,0,1-5 years,50,0,Medium,0,Liability-Only,-200,1900,1,0,0,50,Referral,18,1,7,0,3,3,700.3911432144579,-50,Rural,0
26,0,Single,0,>5 years,0,0,Medium,0,Liability-Only,-200,1900,1,1,0,100,Online,14,0,2,0,1,11,734.1317445328012,-50,Urban,100
33,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2486,0,0,0,0,Online,21,1,4,2,1,4,671.5085904367086,50,Urban,100
50,0,Married,86,<1 year,100,0,Medium,0,Full Coverage,0,2386,0,0,0,0,Online,17,0,5,1,3,12,702.7753743296759,-50,Urban,100
34,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2386,0,0,0,0,Agent,19,0,4,0,2,13,721.3434153984371,-50,Urban,100
65,1,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2000,1,0,0,50,Online,28,0,2,3,1,9,736.2835610666007,-50,Suburban,50
34,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Online,6,1,4,2,2,5,666.2152129976267,50,Urban,100
43,0,Married,86,<1 year,100,3,Medium,300,Full Coverage,0,2586,0,1,0,50,Online,4,1,6,4,1,10,772.8226747408639,-50,Suburban,50
53,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Online,16,1,4,0,3,6,667.0437514216231,50,Urban,100
18,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2250,0,1,0,50,Online,10,1,7,1,1,4,643.0767955062203,50,Urban,100
18,0,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,1900,0,1,0,50,Online,11,0,3,1,3,11,807.9244146551862,-50,Rural,0
18,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2300,0,1,0,50,Online,12,1,2,3,2,9,639.449682020744,50,Urban,100
58,1,Single,0,<1 year,100,3,Low,150,Full Coverage,0,2500,0,1,0,50,Agent,4,1,2,2,2,8,676.0160639284555,50,Urban,100
31,0,Divorced,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,1,0,50,Agent,16,0,5,0,1,12,672.0287999154158,50,Suburban,50
78,1,Married,86,1-5 years,50,2,Low,100,Liability-Only,-200,2136,0,1,0,50,Agent,15,0,5,1,2,8,732.9935339590265,-50,Suburban,50
31,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2236,0,0,0,0,Online,9,1,6,2,2,1,725.9409897777292,-50,Suburban,50
42,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,2086,0,0,0,0,Online,4,1,6,2,1,12,712.2593647262898,-50,Urban,100
63,1,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2250,0,0,1,50,Agent,4,0,5,2,2,9,671.0310647795462,50,Urban,100
70,1,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Online,19,0,2,2,3,10,583.4034526647064,50,Suburban,50
70,1,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2086,0,1,0,50,Online,2,1,7,2,1,6,845.5098781555512,-50,Suburban,50
58,1,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2536,0,0,0,0,Online,24,1,2,2,3,7,634.5665725859158,50,Urban,100
55,1,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2186,0,0,0,0,Online,11,1,9,1,3,14,786.6913715415927,-50,Rural,0
48,0,Divorced,0,>5 years,0,0,High,0,Full Coverage,0,2250,0,0,0,0,Online,3,0,3,0,1,10,684.8270613434086,50,Suburban,50
51,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2186,0,0,0,0,Agent,28,1,6,3,3,11,697.9231653446191,50,Suburban,50
31,0,Married,86,1-5 years,50,2,Medium,200,Full Coverage,0,2586,0,1,0,50,Agent,28,0,4,0,1,9,652.9126801652563,50,Urban,100
27,0,Single,0,1-5 years,50,2,Low,100,Full Coverage,0,2250,0,0,0,0,Online,11,1,2,4,3,6,719.3147549582018,-50,Rural,0
39,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2086,1,1,0,100,Online,6,1,3,1,1,13,757.8161132050823,-50,Urban,100
37,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,1,0,0,50,Online,2,1,5,0,3,5,678.026771218785,50,Suburban,50
33,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,1,0,0,50,Referral,15,1,3,5,3,8,785.4445633875173,-50,Urban,100
50,0,Widowed,0,1-5 years,50,1,Low,50,Full Coverage,0,2400,0,0,0,0,Agent,29,0,5,1,2,12,659.0161031407226,50,Urban,100
54,0,Divorced,0,>5 years,0,1,Medium,100,Full Coverage,0,2250,0,0,0,0,Online,8,1,7,1,1,4,743.7064431784038,-50,Suburban,50
41,0,Married,86,1-5 years,50,1,Medium,100,Full Coverage,0,2536,0,0,0,0,Referral,9,0,3,2,3,8,657.9635010750766,50,Urban,100
62,1,Single,0,>5 years,0,1,High,200,Full Coverage,0,2500,0,0,0,0,Agent,5,0,1,1,1,12,698.6022349256825,50,Urban,100
22,0,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2386,0,0,0,0,Online,9,1,8,3,1,4,655.5899641642601,50,Urban,100
37,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2286,0,0,0,0,Agent,1,1,9,2,3,13,693.8577092235146,50,Urban,100
29,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,0,0,0,Online,24,1,7,1,1,1,666.5921296074799,50,Suburban,50
18,0,Married,86,1-5 years,50,1,Medium,100,Full Coverage,0,2436,1,1,0,100,Agent,18,1,5,1,1,7,654.5169886960965,50,Urban,100
38,0,Divorced,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2000,1,0,0,50,Online,10,1,5,1,3,1,751.0623300030913,-50,Urban,100
38,0,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2286,1,0,0,50,Agent,8,1,2,4,1,14,753.9044350472224,-50,Rural,0
62,1,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,17,1,9,0,2,2,703.84726467931,-50,Suburban,50
49,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2186,1,1,0,100,Referral,14,1,7,4,3,3,728.0216246458581,-50,Suburban,50
24,0,Married,86,<1 year,100,2,Low,100,Full Coverage,0,2486,0,0,0,0,Online,1,1,10,1,2,1,703.3723840465669,-50,Urban,100
67,1,Widowed,0,1-5 years,50,1,Medium,100,Full Coverage,0,2400,0,1,0,50,Agent,11,1,3,4,2,6,687.5212358017669,50,Urban,100
58,1,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2136,0,1,0,50,Online,9,1,2,4,1,3,764.3494216789725,-50,Rural,0
48,0,Single,0,1-5 years,50,2,High,400,Liability-Only,-200,2550,0,0,0,0,Online,10,1,4,2,1,3,695.3584109742396,50,Urban,100
36,0,Married,86,1-5 years,50,1,Medium,100,Full Coverage,0,2536,0,0,0,0,Online,3,1,10,1,3,13,600.7472668187047,50,Urban,100
25,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,2086,0,0,0,0,Online,17,1,9,6,3,9,641.949879421627,50,Rural,0
34,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2286,0,0,0,0,Online,11,1,5,0,2,14,739.699252848456,-50,Rural,0
56,1,Divorced,0,<1 year,100,1,Low,50,Liability-Only,-200,2150,0,0,0,0,Online,24,0,5,2,3,8,741.3700231095745,-50,Urban,100
68,1,Married,86,>5 years,0,0,Medium,0,Liability-Only,-200,2186,0,0,0,0,Online,4,1,8,2,3,13,632.0582536241034,50,Urban,100
63,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,1,0,50,Referral,1,1,1,1,1,2,674.1788861381756,50,Urban,100
32,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,0,0,0,0,Agent,25,1,4,2,1,9,775.9895268227788,-50,Suburban,50
23,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,18,1,3,1,2,10,805.7224663462522,-50,Suburban,50
42,0,Single,0,<1 year,100,0,Medium,0,Liability-Only,-200,1900,0,1,1,100,Online,27,1,8,3,3,2,721.4937310216837,-50,Rural,0
18,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,0,0,0,Agent,15,1,7,2,2,2,735.9095896283603,-50,Urban,100
44,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2286,1,0,0,50,Online,11,1,9,2,1,3,731.9114952571626,-50,Urban,100
37,0,Divorced,0,<1 year,100,0,Low,0,Full Coverage,0,2250,0,1,1,100,Online,17,0,5,1,3,12,683.3724450050363,50,Suburban,50
33,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,2000,0,0,0,0,Online,17,1,7,1,2,3,713.0739295315811,-50,Urban,100
18,0,Divorced,0,>5 years,0,0,Low,0,Full Coverage,0,2150,0,0,0,0,Online,18,0,3,1,1,8,749.2914158317179,-50,Suburban,50
47,0,Divorced,0,1-5 years,50,0,Medium,0,Full Coverage,0,2150,0,1,0,50,Agent,14,0,3,1,2,13,748.3354913841019,-50,Suburban,50
32,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Online,25,0,4,1,1,13,591.134550671027,50,Rural,0
22,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2136,1,0,0,50,Online,8,1,6,1,1,2,764.3622141517186,-50,Urban,100
18,0,Divorced,0,1-5 years,50,4,High,800,Full Coverage,0,2950,0,0,1,50,Online,4,1,4,3,2,1,740.6139710943569,-50,Suburban,50
39,0,Widowed,0,<1 year,100,1,Low,50,Full Coverage,0,2250,0,1,0,50,Online,18,1,1,3,2,5,723.06293327807,-50,Suburban,50
66,1,Married,86,1-5 years,50,2,Low,100,Liability-Only,-200,2186,0,0,0,0,Agent,11,1,5,2,3,11,756.4209396120303,-50,Suburban,50
64,1,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,1986,0,1,0,50,Agent,9,1,6,1,1,12,729.0923546067343,-50,Rural,0
33,0,Widowed,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Online,8,1,5,1,1,1,754.1480193624486,-50,Suburban,50
30,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2386,0,1,0,50,Agent,12,1,7,4,2,3,695.4272140550955,50,Urban,100
47,0,Divorced,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Online,11,1,7,0,2,6,792.167367763884,-50,Urban,100
25,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,2036,1,0,0,50,Online,5,1,5,2,2,6,562.5387111856402,50,Rural,0
44,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2286,1,0,1,100,Online,10,1,9,0,3,5,784.1643483259115,-50,Urban,100
51,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Referral,15,0,2,3,3,11,727.4601221802624,-50,Urban,100
58,1,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2336,0,0,0,0,Referral,26,1,7,2,3,1,735.7441711359048,-50,Rural,0
38,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2336,0,1,0,50,Online,26,1,10,2,1,1,689.6601565915508,50,Urban,100
36,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2186,0,1,0,50,Agent,11,1,1,5,2,3,723.1704470104055,-50,Suburban,50
26,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2100,0,0,0,0,Online,2,0,5,0,1,10,705.8122289083819,-50,Rural,0
27,0,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,1,0,50,Agent,10,0,5,1,2,8,690.0938968918299,50,Suburban,50
36,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2086,0,1,0,50,Agent,3,1,1,1,2,9,717.700577153552,-50,Urban,100
45,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,2000,0,0,0,0,Agent,8,1,7,3,2,7,709.2193105094257,-50,Urban,100
53,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,1,0,50,Online,12,1,3,1,1,14,747.8661541141632,-50,Urban,100
27,0,Single,0,<1 year,100,1,Low,50,Liability-Only,-200,2150,0,0,0,0,Agent,29,1,4,0,2,3,735.59093050649,-50,Urban,100
62,1,Single,0,1-5 years,50,0,High,0,Full Coverage,0,2200,1,0,0,50,Online,15,1,9,2,3,3,793.312277148276,-50,Urban,100
35,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2236,1,0,0,50,Agent,29,1,5,1,2,5,700.522108637309,-50,Suburban,50
39,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2136,0,0,0,0,Agent,15,1,5,1,3,4,750.196222701801,-50,Urban,100
28,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2386,0,0,0,0,Agent,24,1,1,3,3,4,708.5635580949407,-50,Urban,100
18,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2486,0,0,0,0,Online,7,1,3,3,3,11,667.5152723657121,50,Urban,100
53,0,Single,0,1-5 years,50,2,Low,100,Liability-Only,-200,2200,0,0,0,0,Online,30,1,9,2,1,13,617.5565738923829,50,Suburban,50
51,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2136,0,1,0,50,Agent,25,0,1,0,1,14,723.0375321134446,-50,Urban,100
35,0,Divorced,0,<1 year,100,1,Low,50,Full Coverage,0,2300,1,0,0,50,Online,23,1,6,3,2,5,723.327098414859,-50,Urban,100
41,0,Widowed,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Agent,15,0,5,2,2,13,696.2057599435217,50,Rural,0
47,0,Widowed,0,>5 years,0,2,Medium,200,Full Coverage,0,2450,1,0,0,50,Online,13,1,4,1,3,6,687.4129640062832,50,Urban,100
18,0,Widowed,0,>5 years,0,0,Medium,0,Full Coverage,0,2250,0,0,0,0,Online,10,1,8,3,2,2,624.8566399827947,50,Suburban,50
32,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Referral,19,1,6,4,3,14,736.2069782718411,-50,Urban,100
51,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Online,17,1,9,0,3,7,709.8899247923439,-50,Suburban,50
21,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2286,0,1,0,50,Online,15,1,2,2,1,1,722.3255852818191,-50,Suburban,50
44,0,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,1,1,0,100,Online,3,1,8,0,2,4,726.7239358518157,-50,Urban,100
19,0,Divorced,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,1,0,50,Agent,18,1,3,2,1,14,779.1559499583905,-50,Urban,100
46,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,22,1,3,1,3,1,728.0243910358404,-50,Urban,100
39,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2386,0,0,0,0,Agent,5,1,3,3,2,5,642.6183738829529,50,Suburban,50
18,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2400,0,0,0,0,Online,10,1,1,1,1,9,687.7850374463128,50,Urban,100
57,1,Married,86,1-5 years,50,1,Medium,100,Full Coverage,0,2286,0,1,0,50,Agent,27,1,7,3,3,1,720.8690028981231,-50,Rural,0
28,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2336,0,0,0,0,Agent,9,1,5,1,2,5,741.0658567420505,-50,Urban,100
27,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1900,1,0,0,50,Online,13,1,4,3,3,9,702.3111616027485,-50,Suburban,50
43,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2136,1,0,0,50,Agent,24,1,2,1,1,1,799.3342551739985,-50,Urban,100
57,1,Widowed,0,>5 years,0,0,High,0,Full Coverage,0,2150,0,1,0,50,Online,21,1,6,5,2,14,726.5517007146384,-50,Urban,100
24,0,Married,86,1-5 years,50,3,Low,150,Full Coverage,0,2386,0,0,0,0,Online,2,1,5,3,2,10,762.2264526543972,-50,Rural,0
40,0,Divorced,0,>5 years,0,0,Low,0,Liability-Only,-200,2100,0,0,0,0,Online,29,0,3,2,1,9,686.6059211082329,50,Urban,100
46,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2336,0,0,0,0,Online,10,1,9,0,1,10,665.4267494212933,50,Rural,0
50,0,Divorced,0,>5 years,0,1,Low,50,Liability-Only,-200,1950,0,1,0,50,Online,28,1,8,2,3,8,727.914529082318,-50,Suburban,50
42,0,Divorced,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,0,0,0,Agent,22,0,3,1,1,11,705.5941454082592,-50,Urban,100
34,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,10,1,4,3,3,4,651.0517179695977,50,Rural,0
27,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2286,1,0,0,50,Online,14,1,2,2,3,7,734.3171462447417,-50,Urban,100
41,0,Widowed,0,<1 year,100,1,Medium,100,Full Coverage,0,2400,0,0,0,0,Online,21,1,3,1,2,1,698.7345656417497,50,Rural,0
23,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2236,0,0,0,0,Online,20,1,6,1,3,11,682.5182011279569,50,Urban,100
18,0,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2386,0,1,0,50,Online,24,1,4,0,1,3,728.8604824908504,-50,Urban,100
46,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2336,1,1,0,100,Agent,30,1,8,5,2,13,659.1594936707035,50,Urban,100
53,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Agent,24,1,5,4,2,11,573.4851001337713,50,Urban,100
18,0,Married,86,1-5 years,50,0,High,0,Liability-Only,-200,2036,1,0,0,50,Agent,8,1,7,4,1,10,713.7405124386578,-50,Suburban,50
24,0,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,0,0,1,50,Online,5,1,5,1,1,4,763.6295930033382,-50,Suburban,50
